trial,student_seed,epochs,fine_tune_epochs,lr,batch,hidden,schedule,train_gamma,lbfgs_steps,weight_decay,dropout,elapsed_seconds,calibration_slope,calibration_intercept,test_r2_affine,train_mse,train_mae,train_r2,train_pearson,train_corr2,test_mse,test_mae,test_r2,test_pearson,test_corr2,relL2_mean,cos_std_mean,cos_pos_mean,act_corr_mean,act_cosine_mean,act_r2
oracle_clone,24000,0,0,0.002,512,64,constant,6.0,0,0.0,0.0,0.0,1.0000000158464377,7.160114992638707e-07,0.9999999999997866,7.751889408158519e-12,2.2042418095225003e-06,0.9999999999997846,0.9999999999999069,0.9999999999998137,7.936489139492853e-12,2.2432020614360226e-06,0.9999999999997732,0.9999999999998935,0.9999999999997871,0.0,1.0000000139077505,1.0000000139077505,0.9999999791383744,1.0,1.0
baseline,9000,120,0,0.002,512,64,constant,6.0,0,0.0,0.0,93.02080704201944,1.0119360501958221,0.11114610983712217,0.9610092874301,1.2561759948730469,0.8771934509277344,0.9651059507053468,0.9826369605819948,0.9655753963018208,1.3722751140594482,0.9166174530982971,0.9607879862470935,0.9803281937348702,0.9610433674314732,0.5436098260805011,0.08940641631682714,0.5185563673575719,0.08048319071531296,0.2334374189376831,-78.90982818603516
